Created date,Case Type,Subtype,Reason,Customer reply count,Source,Ticket ID,Agent name,Subject
2020-09-14 10:23:14 AM,Sales,Delivery Info,Delivery Expectations,0,email,11132,A. S. ,Less Time
2020-09-14 10:24:56 AM,Account / Billing,Account,Account Creation,0,chat,11133,A. S. ,Conversation with User
2020-09-14 10:26:47 AM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,11134,N. D.,Conversation with User
2020-09-14 10:33:50 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,chat,11135,L. R.,Thank you for contacting Tempo!
2020-09-14 10:35:11 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11136,A. S. ,Conversation with User
2020-09-14 10:42:56 AM,Shipping / Delivery,Change Request,Color Change,0,email,11137,D. M.,Order Number dc7e8d6a
2020-09-14 10:51:52 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,2,email,11138,L. R.,Please cancel order
2020-09-14 10:54:44 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,chat,11139,D. W.,Cancel request
2020-09-14 10:55:18 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11140,A. S. ,Status for Order number 6703a19d
2020-09-14 10:59:44 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11141,D. W.,Delivery window
2020-09-14 11:15:50 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11142,A. S. ,Conversation with User
2020-09-14 11:21:19 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11143,D. W.,ETA
2020-09-14 11:25:29 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11144,A. S. ,Conversation with User
2020-09-14 11:27:03 AM,General Inquiry,Support,Phone Availability,0,chat,11145,D. W.,CS Phone Support
2020-09-14 11:28:50 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11146,N. D.,Thank you for contacting Tempo!
2020-09-14 11:34:56 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11147,A. S. ,Conversation with User
2020-09-14 11:54:22 AM,Account / Billing,Contact Update,Email Address Change,2,email,11148,L. R.,Wrong email
2020-09-14 11:55:05 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11149,A. S. ,Order # c2bc5b08
2020-09-14 11:57:23 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11150,M. V.,Tempo Support
2020-09-14 11:59:25 AM,Account / Billing,Contact Update,Email Address Change,0,email,11151,A. S. ,Wrong email
2020-09-14 12:00:42 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11152,B. C.,Conversation with User
2020-09-14 12:05:08 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11153,A. S. ,Thank you for contacting Tempo
2020-09-14 12:06:16 PM,Partnership / Marketing,Opportunities,Distributorship,0,email,11154,L. R.,Truck Capacity Available NOW!
2020-09-14 12:07:17 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,11155,D. M.,Partnership with Atlassian - Bulk order for employees
2020-09-14 12:08:15 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,11156,D. W.,Promo Inquiry
2020-09-14 12:09:42 PM,Sales,Promotions / Discounts,Military,0,email,11157,A. S. ,Fwd: Service Record
2020-09-14 12:40:36 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11158,A. S. ,Tempo order
2020-09-14 12:55:05 PM,Sales,Promotions / Discounts,Military,0,chat,11159,A. S. ,Conversation with User
2020-09-14 1:02:48 PM,Sales,Purchasing Info,Membership Requirements,0,chat,11160,D. W.,Membership Questions
2020-09-14 1:03:39 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11161,A. S. ,Conversation with User
2020-09-14 1:17:19 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11162,D. W.,Delivery Window
2020-09-14 1:19:11 PM,General Inquiry,Product Specs,Screen Specs,0,chat,11163,N. D.,Conversation with User
2020-09-14 1:25:28 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11164,M. V.,Tempo Suppport
2020-09-14 1:25:46 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,email,11165,L. R.,Re: Your receipt from Tempo
2020-09-14 1:29:14 PM,Account / Billing,Contact Update,Contact Info Change,0,email,11166,D. W.,moving
2020-09-14 1:41:27 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11167,A. S. ,Conversation with User
2020-09-14 1:48:09 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,2,email,11168,L. R.,Return/Cancellation
2020-09-14 1:53:03 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,0,chat,11169,L. R.,Conversation with User
2020-09-14 1:56:01 PM,Technical Issues,Camera,Failed to Connect 3D Sensor,5,chat,11170,M. V.,Tempo Support - 3D Sensor
2020-09-14 1:57:21 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11171,A. S. ,Delivery update?
2020-09-14 2:03:08 PM,Shipping / Delivery,Delivery Issues,Late Delivery,2,chat,11172,B. C.,Tempo Order Follow Up
2020-09-14 2:03:33 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11173,B. C.,Conversation with User
2020-09-14 2:03:44 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,11174,B. C.,Thank you for contacting Tempo!
2020-09-14 2:24:45 PM,Sales,Promotions / Discounts,Refurbished Units,1,email,11175,A. S. ,Discount
2020-09-14 2:24:46 PM,General Inquiry,Location,Space Limitation Concerns,4,email,11176,M. V.,Photos
2020-09-14 2:32:37 PM,Sales,Promotions / Discounts,Military,0,email,11178,A. S. ,Military Discount Request
2020-09-14 2:34:09 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,1,email,11179,L. R.,Re: Your receipt from Tempo - order e36be3bb
2020-09-14 2:36:48 PM,Sales,Delivery Info,Delivery Expectations,0,chat,11180,B. C.,Conversation with User
2020-09-14 2:37:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11181,D. W.,Tempo Delivery
2020-09-14 2:59:57 PM,Sales,Purchasing Info,Membership Requirements,0,chat,11182,D. W.,Membership Inquiry
2020-09-14 3:00:42 PM,Sales,Delivery Info,International Delivery,0,chat,11183,A. S. ,Conversation with User
2020-09-14 3:05:43 PM,Technical Issues,Sound,Muted,3,chat,11184,J. M.,Thank you for contacting Tempo!
2020-09-14 3:07:42 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11185,A. S. ,Conversation with User
2020-09-14 3:09:21 PM,Account / Billing,Contact Update,Billing Address Change,0,chat,11186,B. C.,Conversation with User
2020-09-14 3:13:26 PM,Account / Billing,Order Details,Billing Issues,2,email,11187,L. R.,RE: [External] Your receipt from Tempo
2020-09-14 3:19:36 PM,Fitness / Content,Class Requests,Beginners,0,chat,11188,D. W.,Beginner Classes
2020-09-14 3:37:11 PM,Sales,Purchasing Info,Pricing,0,chat,11189,D. W.,Pricing
2020-09-14 3:37:58 PM,General Inquiry,Product Specs,General Specs,0,chat,11190,G.H. ,Conversation with User
2020-09-14 3:38:19 PM,General Inquiry,Support,Hours of Availability,0,chat,11191,G.H. ,Conversation with User
2020-09-14 3:38:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11192,G.H. ,Re: Update on your order
2020-09-14 3:44:50 PM,Shipping / Delivery,Change Request,Color Change,1,email,11193,D. M.,Fwd: Order B2887 confirmed
2020-09-14 3:46:16 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11194,A. S. ,Conversation with User
2020-09-14 3:57:40 PM,Sales,Promotions / Discounts,First Responder,0,email,11195,A. S. ,Healthcare worker discount
2020-09-14 4:09:51 PM,Technical Issues,Camera,Failed to Connect 3D Sensor,0,chat,11196,A. S. ,Conversation with User
2020-09-14 4:18:51 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,11197,B. C.,Tempo: Verify Thingtesting Brand Page
2020-09-14 4:20:47 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11198,A. S. ,Conversation with User
2020-09-14 4:21:29 PM,Technical Issues,Content / Feedback,Missing Reps,0,chat,11199,B. C.,Tempo Rep Counting
2020-09-14 4:22:08 PM,Sales,Promotions / Discounts,First Responder,0,email,11200,A. S. ,Discount
2020-09-14 4:23:24 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,11201,T. H.,Cancellation Request
2020-09-14 4:34:55 PM,General Inquiry,Accessories,Weights,1,email,11202,N. D.,Interest in purchasing a second Tempo Studio
2020-09-14 4:37:07 PM,Technical Issues,BIOS,Boot to BIOS,1,chat,11203,M. V.,Tempo Support - Hard Drive BIOS screen
2020-09-14 4:38:22 PM,Account / Billing,Membership,Membership Inquiry,0,chat,11204,A. S. ,Conversation with User
2020-09-14 4:42:15 PM,General Inquiry,Product Specs,General Specs,0,chat,11205,N. D.,Conversation with User
2020-09-14 4:49:04 PM,Technical Issues,Network,Buffering,0,chat,11206,N. D.,Thank you for contacting Tempo
2020-09-14 4:54:35 PM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,0,email,11207,A. W. ,Re: Return
2020-09-14 4:57:22 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11208,A. S. ,Receipt #1834-6937
2020-09-14 4:59:47 PM,General Inquiry,Product Specs,General Specs,0,chat,11209,N. D.,Thank you for contacting Tempo!
2020-09-14 5:09:56 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11210,A. S. ,Conversation with User
2020-09-14 5:22:20 PM,General Inquiry,Support,Phone Availability,0,email,11211,T. H.,"New Appointment: Tempo Call Request (Tyler Heller) on Tuesday, September 15, 2020 10:20am PDT with Tempo Support"
2020-09-14 5:32:27 PM,Technical Issues,Screen,No Signal,0,chat,11212,A. S. ,Conversation with User
2020-09-14 5:33:35 PM,Account / Billing,Affirm,Failed Order,8,chat,11213,A. S. ,Conversation with User
2020-09-14 5:51:28 PM,Sales,Promotions / Discounts,Active Promotions,1,email,11214,G.H. ,Re: Shipping time
2020-09-14 5:54:41 PM,General Inquiry,Product Specs,General Specs,0,email,11215,G.H. ,Question about Tempo Fit
2020-09-14 6:14:55 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,email,11216,L. R.,Re: Your receipt from Tempo
2020-09-14 6:16:22 PM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,11218,G.H. ,Not sure about delivery and set up in my area
2020-09-14 6:42:05 PM,Shipping / Delivery,Shipping Details,Delivery Window,3,email,11220,A. S. ,Re: Order B2557 confirmed
2020-09-14 6:43:07 PM,Account / Billing,Membership,Membership Fees,2,email,11221,G.H. ,Tempo question
2020-09-14 7:50:52 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,email,11222,D. W.,3174d656
2020-09-14 8:23:40 PM,General Inquiry,Mobile App,Connected Device Availability,0,email,11223,A. W. ,App
2020-09-14 8:43:39 PM,Account / Billing,Promotions / Discounts,Retroactive,3,chat,11224,L. R.,Conversation with User
2020-09-14 8:48:52 PM,Account / Billing,Affirm,Affirm Inquiry,2,email,11225,D. W.,Financing Options
2020-09-14 8:52:47 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,11227,B. C.,"RE: TEMPO, TONAL , MIRROR  REVIEW OCTOBER"
2020-09-14 8:52:47 PM,Shipping / Delivery,Shipping Details,Expedited Delivery,0,email,11226,,"RE: TEMPO, TONAL , MIRROR  REVIEW OCTOBER"
2020-09-14 8:59:06 PM,Account / Billing,Contact Update,Email Address Change,1,chat,11228,L. R.,Conversation with User
2020-09-14 9:21:56 PM,Shipping / Delivery,Delivery Issues,Late Delivery,1,email,11229,A. W. ,Shipment
2020-09-14 10:04:38 PM,Account / Billing,Contact Update,Billing Address Change,0,email,11230,L. R.,Address
2020-09-15 12:06:57 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11231,G.H. ,Update on order
2020-09-15 12:39:21 AM,Sales,Promotions / Discounts,Military,0,email,11232,A. W. ,Proof of Military Service
2020-09-15 3:57:08 AM,Shipping / Delivery,Change Request,Color Change,1,email,11233,G.H. ,Order #b2809
2020-09-15 4:18:13 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11234,G.H. ,Re order #1868-0489
2020-09-15 5:23:07 AM,General Inquiry,Location,International,0,email,11235,G.H. ,Canadian Distributor
2020-09-15 6:23:53 AM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,11236,G.H. ,delivery
2020-09-15 6:45:26 AM,Sales,Hot Lead,Undecided,4,email,11238,A. W. ,Interested in buying
2020-09-15 7:01:09 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11239,G.H. ,338190bd
2020-09-15 7:12:46 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11240,G.H. ,Conversation with User
2020-09-15 7:38:51 AM,Technical Issues,Screen,Streaking,0,chat,11241,,Conversation with User
2020-09-15 7:52:21 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11242,A. W. ,Conversation with User
2020-09-15 7:54:40 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,3,chat,11243,L. R.,Conversation with User
2020-09-15 8:09:28 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11244,A. W. ,Conversation with User
2020-09-15 8:20:06 AM,Account / Billing,Account,Account Creation,0,chat,11245,B. C.,Conversation with User
2020-09-15 8:29:24 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11246,D. W.,Conversation with User
2020-09-15 8:34:03 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11247,A. W. ,Conversation with User
2020-09-15 8:43:55 AM,Partnership / Marketing,Mailing Lists,Marketing Emails,0,email,11248,A. W. ,Re: Test
2020-09-15 8:57:10 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11249,G.H. ,Re: Order B2525 confirmed
2020-09-15 9:00:54 AM,General Inquiry,Accessories,Weights,0,chat,11250,D. W.,Weights
2020-09-15 9:01:46 AM,Sales,Purchasing Info,Pricing,0,chat,11251,D. W.,Pricing
2020-09-15 9:03:22 AM,Sales,Delivery Info,International Delivery,0,chat,11252,A. W. ,Thank you for reaching out!
2020-09-15 9:04:02 AM,Sales,Delivery Info,Delivery Expectations,0,chat,11253,A. W. ,Thank you for reaching out!
2020-09-15 9:04:33 AM,Sales,Delivery Info,Delivery Expectations,0,chat,11254,A. W. ,Thank you for reaching out!
2020-09-15 9:04:35 AM,Sales,Hot Lead,Undecided,0,chat,11255,M. V.,Tempo Support
2020-09-15 9:04:59 AM,Sales,Hot Lead,Undecided,0,chat,11256,M. V.,Tempo Support
2020-09-15 9:05:06 AM,Sales,Promotions / Discounts,First Responder,0,chat,11257,D. W.,ETA
2020-09-15 9:05:09 AM,Sales,Delivery Info,Delivery Expectations,0,chat,11258,A. W. ,Thank you for reaching out!
2020-09-15 9:05:51 AM,Sales,Purchasing Info,Pricing,0,chat,11259,D. W.,Delivery fee
2020-09-15 9:14:30 AM,Shipping / Delivery,Delivery Issues,Missed Delivery,0,chat,11260,D. W.,Delivery Window
2020-09-15 9:15:05 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11261,A. W. ,Thank you for reaching out!
2020-09-15 9:24:12 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11262,G.H. ,Re: Your receipt from Tempo
2020-09-15 9:26:35 AM,Account / Billing,Membership,Membership Inquiry,0,chat,11263,M. V.,Tempo Support
2020-09-15 9:27:12 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11264,M. V.,Tempo Support
2020-09-15 9:27:29 AM,Sales,Promotions / Discounts,First Responder,0,chat,11265,G.H. ,Conversation with User
2020-09-15 9:27:43 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,11266,G.H. ,Conversation with User
2020-09-15 9:27:52 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11267,G.H. ,Conversation with User
2020-09-15 9:28:03 AM,Fitness / Content,Class Requests,Other Classes,0,chat,11268,G.H. ,Conversation with User
2020-09-15 9:34:33 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11269,G.H. ,Receipt #1486-9496
2020-09-15 9:35:18 AM,Technical Issues,Sound,Muted,0,email,11270,J. M.,Having trouble.
2020-09-15 9:37:45 AM,Account / Billing,Affirm,Affirm Inquiry,0,chat,11271,M. V.,Tempo Support
2020-09-15 9:47:10 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11272,G.H. ,Shipping status
2020-09-15 9:50:58 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11273,G.H. ,Conversation with User
2020-09-15 9:55:58 AM,Shipping / Delivery,Delivery Issues,WGS Fail,1,chat,11274,A. W. ,Thank you for reaching out!
2020-09-15 10:03:02 AM,Sales,Delivery Info,International Delivery,0,chat,11275,M. V.,Tempo Support
2020-09-15 10:03:57 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11276,M. V.,Tempo Support - Waiting on Order
2020-09-15 10:09:50 AM,Shipping / Delivery,Delivery Issues,WGS Fail,0,chat,11277,M. V.,Tempo Support - White Glove
2020-09-15 10:09:54 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11278,G.H. ,Re: Order number bfdbbeec
2020-09-15 10:11:47 AM,Account / Billing,Membership,Membership Inquiry,0,chat,11279,A. S. ,Conversation with User
2020-09-15 10:18:56 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,0,chat,11281,L. R.,Tempo Support - Cancellation
2020-09-15 10:24:49 AM,Account / Billing,Order Details,Billing Issues,1,email,11282,B. C.,Question about class levels
2020-09-15 10:32:24 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11284,G.H. ,Conversation with User
2020-09-15 10:39:02 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,11285,L. R.,Receipt #1381-8209
2020-09-15 10:39:42 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,0,chat,11286,L. R.,Tempo Support - Cancellation
2020-09-15 10:44:09 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11287,A. S. ,Order Status
2020-09-15 10:44:35 AM,Sales,Delivery Info,International Delivery,0,chat,11288,A. S. ,Conversation with User
2020-09-15 10:50:10 AM,Sales,Promotions / Discounts,First Responder,0,email,11289,D. W.,This nurse wants a Tempo! :)
2020-09-15 10:58:00 AM,General Inquiry,Install / Setup,Installation Process,2,chat,11291,G.H. ,Conversation with User
2020-09-15 10:58:38 AM,Sales,Delivery Info,Delivery Expectations,0,chat,11292,D. W.,ETA
2020-09-15 11:01:26 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11293,D. W.,Order 1782-1053
2020-09-15 11:16:47 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11295,A. S. ,Conversation with User
2020-09-15 11:17:02 AM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,1,email,11296,B. C.,Re: Your receipt from Tempo
2020-09-15 11:19:01 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11297,B. C.,Re: Order
2020-09-15 11:20:43 AM,Cancellations / Returns,Cancel Request,Canceled: Delivery Expectations,0,chat,11298,L. R.,Tempo Support - Cancellation Request
2020-09-15 11:23:16 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11299,A. W. ,Thank you for reaching out!
2020-09-15 11:34:07 AM,Account / Billing,Account,Profile Creation,0,email,11300,D. W.,How to activate
2020-09-15 11:34:52 AM,Technical Issues,Camera,Failed to Connect 3D Sensor,1,email,11301,M. V.,Malfunctioning sensors
2020-09-15 11:38:51 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11302,A. W. ,Thank you for reaching out!
2020-09-15 11:41:33 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11303,M. V.,Tempo Support
2020-09-15 11:42:08 AM,Sales,Promotions / Discounts,First Responder,0,chat,11304,M. V.,Tempo Support
2020-09-15 11:42:34 AM,General Inquiry,Product Specs,General Specs,0,chat,11305,M. V.,Tempo Support - Profile Photo
2020-09-15 11:45:51 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11306,G.H. ,Re: Update on your order
2020-09-15 11:47:11 AM,Sales,Purchasing Info,Membership Requirements,0,chat,11307,D. W.,Membership Q
2020-09-15 11:51:04 AM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,3,email,11308,L. R.,Cancel order
2020-09-15 11:56:21 AM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,11309,G.H. ,Ordered 3 Tempo's
2020-09-15 11:56:37 AM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,2,email,11310,L. R.,Re: Your receipt from Tempo
2020-09-15 12:05:50 PM,Sales,Delivery Info,Delivery Expectations,0,chat,11311,A. S. ,Conversation with User
2020-09-15 12:06:03 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11312,A. S. ,Conversation with User
2020-09-15 12:09:36 PM,General Inquiry,Product Specs,General Specs,0,chat,11313,D. W.,Specs
2020-09-15 12:11:15 PM,Shipping / Delivery,Shipping Details,Expedited Delivery,1,chat,11314,A. S. ,Conversation with User
2020-09-15 12:11:37 PM,Account / Billing,Promotions / Discounts,Retroactive,0,chat,11315,M. V.,Tempo Support - Membership Compensation
2020-09-15 12:11:50 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11316,A. S. ,Order Tracking
2020-09-15 12:55:21 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11317,D. W.,Delivery Window
2020-09-15 12:55:53 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11318,A. W. ,Thank you for reaching out!
2020-09-15 12:57:18 PM,Technical Issues,Network,Buffering,0,chat,11319,A. S. ,Conversation with User
2020-09-15 12:57:29 PM,Sales,Delivery Info,International Delivery,0,chat,11320,A. S. ,Conversation with User
2020-09-15 1:07:38 PM,General Inquiry,Product Specs,General Specs,0,email,11321,G.H. ,Multiple users
2020-09-15 1:09:08 PM,Shipping / Delivery,Shipping Details,Tracking Information,0,chat,11322,J. M.,Conversation with User
2020-09-15 1:18:16 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11323,G.H. ,Conversation with User
2020-09-15 1:19:49 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,2,email,11324,L. R.,Request to cancel order
2020-09-15 1:20:07 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11325,G.H. ,Can I set up Appointment
2020-09-15 1:23:04 PM,General Inquiry,Product Specs,Screen Specs,3,email,11326,A. W. ,Mounting Question
2020-09-15 1:24:55 PM,Sales,Hot Lead,Undecided,0,chat,11327,J. M.,Conversation with User
2020-09-15 1:28:05 PM,Shipping / Delivery,Change Request,Color Change,0,email,11328,D. M.,ORDER B2973
2020-09-15 1:34:15 PM,General Inquiry,Product Specs,General Specs,0,chat,11329,G.H. ,Conversation with User
2020-09-15 1:42:20 PM,General Inquiry,Product Specs,General Specs,0,email,11330,,Re: Order B2706 confirmed
2020-09-15 1:58:26 PM,Account / Billing,Affirm,Affirm Inquiry,0,chat,11331,D. W.,Combine Payments
2020-09-15 1:58:27 PM,Sales,Delivery Info,Delivery Expectations,0,chat,11332,A. W. ,Thank you for reaching out!
2020-09-15 2:02:11 PM,Technical Issues,Network,Failed to Log In,0,email,11333,G.H. ,Lyndonna.l@gmail.com
2020-09-15 2:02:34 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11334,A. W. ,Thank you for reaching out!
2020-09-15 2:13:06 PM,Sales,Promotions / Discounts,Active Promotions,0,email,11335,A. W. ,Receipt #1648-4489
2020-09-15 2:23:18 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,11336,A. W. ,Thank you for reaching out!
2020-09-15 2:24:22 PM,Account / Billing,Affirm,Failed Order,1,email,11337,D. W.,Error when ordering?
2020-09-15 2:55:45 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,11339,A. W. ,Tempo delivery
2020-09-15 3:04:31 PM,Account / Billing,Affirm,Affirm Inquiry,0,chat,11342,M. V.,Tempo Support
2020-09-15 3:07:04 PM,Sales,Purchasing Info,Pricing,0,chat,11343,D. W.,Pricing
2020-09-15 3:11:11 PM,Partnership / Marketing,Opportunities,Partnerships,0,chat,11344,D. W.,Marketing partnership
2020-09-15 3:25:57 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,11345,L. R.,Re: Your receipt from Tempo
2020-09-15 3:28:56 PM,Partnership / Marketing,Opportunities,Partnerships,1,email,11346,L. R.,Possible collaboration
2020-09-15 3:30:39 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,11347,A. S. ,Conversation with User
2020-09-15 3:40:45 PM,Sales,Purchasing Info,Pricing,0,chat,11348,A. S. ,Conversation with User
2020-09-15 3:46:04 PM,Technical Issues,Network,Buffering,0,chat,11349,M. V.,Tempo Support
2020-09-15 3:46:32 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,11350,A. S. ,Conversation with User
2020-09-15 3:47:24 PM,Technical Issues,Network,Buffering,12,email,11351,J. M.,Re: Status update on your new Tempo
2020-09-15 3:56:39 PM,Account / Billing,Contact Update,Billing Address Change,2,email,11352,L. R.,Order edit
2020-09-15 3:59:34 PM,Fitness / Content,Class Requests,Beginners,0,chat,11353,D. W.,Content Q
2020-09-15 4:50:56 PM,Technical Issues,Physical Damage,Screen,0,twitter,11449,B. C.,"Yes, sorry for the delayed response. We received the unit. There was a minor dent/oddity in a section of the unit's screen but doesn't appear to affect the screen's pixels. Overall happy with the unit. Thanks for checking in."
2020-09-15 4:55:44 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,11354,M. V.,Tempo Support
2020-09-15 4:58:23 PM,Fitness / Content,Live Classes,Schedules,0,chat,11355,G.H. ,Conversation with User
2020-09-15 5:04:26 PM,Sales,Promotions / Discounts,First Responder,0,chat,11357,A. W. ,Thank you for reaching out!
2020-09-15 5:19:25 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,11358,N. D.,Delivery Timeline
2020-09-15 5:19:36 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11359,N. D.,Tempo Delivery
2020-09-15 5:34:08 PM,Technical Issues,Network,Buffering,0,chat,11360,J. M.,Conversation with User
2020-09-15 6:04:30 PM,Technical Issues,Network,Network Selection Loop,0,chat,11361,B. C.,Conversation with User
2020-09-15 6:12:44 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11363,N. D.,Fwd: Your receipt from Tempo
2020-09-15 6:16:36 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,chat,11365,N. D.,Thank you for contacting Tempo
2020-09-15 6:23:17 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,1,email,11366,L. R.,Fwd: Your receipt from Tempo
2020-09-15 6:29:58 PM,Cancellations / Returns,Cancel Request,Canceled: Min. Space Requirements,2,email,11367,L. R.,Canceling my order
2020-09-15 6:36:54 PM,Shipping / Delivery,Delivery Issues,Missed Delivery,0,chat,11368,D. W.,Thank you for contacting Tempo
2020-09-15 6:45:28 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11369,G.H. ,ETA for Order 2a8ec982
2020-09-15 7:22:25 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,11370,L. R.,Re: Order B2534 confirmed
2020-09-15 7:31:06 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11371,G.H. ,order 6ee5cec5
2020-09-15 7:35:59 PM,Shipping / Delivery,Missing Item(s),Weights,0,phone,11372,T. H.,Tempo Support
2020-09-15 8:37:18 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,11373,G.H. ,Order number c58982ef
